instructions_key_resp_3.keys,instructions_key_resp_3.rt,participant ID,date,expName,psychopyVersion,OS,frameRate,cal_mouse_start.x,cal_mouse_start.y,cal_mouse_start.leftButton,cal_mouse_start.midButton,cal_mouse_start.rightButton,cal_mouse_start.time,cal_mouse_start.clicked_name,mouse_cal_end_2.x,mouse_cal_end_2.y,mouse_cal_end_2.leftButton,mouse_cal_end_2.midButton,mouse_cal_end_2.rightButton,mouse_cal_end_2.time,mouse_cal_end_2.clicked_name,instructions_key_resp.keys,instructions_key_resp.rt,instructions_key_resp_2.keys,instructions_key_resp_2.rt,mouse_startx.x,mouse_startx.y,mouse_startx.leftButton,mouse_startx.midButton,mouse_startx.rightButton,mouse_startx.time,mouse_startx.clicked_name,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,loop_spatial.thisRepN,loop_spatial.thisTrialN,loop_spatial.thisN,loop_spatial.thisIndex,loop_spatial.ran
space,4.2284,12345,2022-10-31_12h56.15.163,RRcb_task,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12345,2022-10-31_12h56.15.163,RRcb_task,2022.2.4,MacIntel,60.0024001,-196.1328125,-14.32421875,1,0,0,1.0745,c_start_x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12345,2022-10-31_12h56.15.163,RRcb_task,2022.2.4,MacIntel,60.0024001,,,,,,,,216.9101563,7.65625,1,0,0,0.8647,c_end_x,,,,,,,,,,,,,,,,,,,,,,,
,,12345,2022-10-31_12h56.15.163,RRcb_task,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12345,2022-10-31_12h56.15.163,RRcb_task,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,space,53.3291,,,,,,,,,,,,,,,,,,,,,
,,12345,2022-10-31_12h56.15.163,RRcb_task,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,space,3.9155,,,,,,,,,,,,,,,,,,,
,,12345,2022-10-31_12h56.15.163,RRcb_task,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,-667.0585938,-350.7109375,1,0,0,1.5796,startx,-344.5898438,-355.7265625,1,0,0,4.366,polygon,0,0,0,0,1
