instructions_key_resp_3.keys,instructions_key_resp_3.rt,participant ID,date,expName,psychopyVersion,OS,frameRate,cal_mouse_start.x,cal_mouse_start.y,cal_mouse_start.leftButton,cal_mouse_start.midButton,cal_mouse_start.rightButton,cal_mouse_start.time,cal_mouse_start.clicked_name,mouse_cal_end_2.x,mouse_cal_end_2.y,mouse_cal_end_2.leftButton,mouse_cal_end_2.midButton,mouse_cal_end_2.rightButton,mouse_cal_end_2.time,mouse_cal_end_2.clicked_name,instructions_key_resp.keys,instructions_key_resp.rt,instructions_key_resp_2.keys,instructions_key_resp_2.rt,mouse_startx.x,mouse_startx.y,mouse_startx.leftButton,mouse_startx.midButton,mouse_startx.rightButton,mouse_startx.time,mouse_startx.clicked_name,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,loop_spatial.thisRepN,loop_spatial.thisTrialN,loop_spatial.thisN,loop_spatial.thisIndex,loop_spatial.ran,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_11.keys,key_resp_9.keys,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,durations,disp,start,jitter,display,spatial,temporal,catchn,catchd,x_loc,box_loc,top_hg_loc,bottom_hg_loc,ystartdistractor1,ystartdistractor2,ystarttarget,xstartdistractor1,xstartdistractor2,durationsdistractor1,durationsdistractor2,jitterdistractor1,jitterdistractor2,dispdistractor1,dispdistractor2,practicetrialend_key_resp.keys,practicetrialend_key_resp.rt,loop_spatial_exp.thisRepN,loop_spatial_exp.thisTrialN,loop_spatial_exp.thisN,loop_spatial_exp.thisIndex,loop_spatial_exp.ran,key_resp_2.keys,break_key_resp.keys,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,mouse_hg.x,mouse_hg.y,mouse_hg.leftButton,mouse_hg.midButton,mouse_hg.rightButton,mouse_hg.clicked_name,mouse_hg_2.x,mouse_hg_2.y,mouse_hg_2.leftButton,mouse_hg_2.midButton,mouse_hg_2.rightButton,mouse_hg_2.clicked_name,loop_temporal_exp.thisRepN,loop_temporal_exp.thisTrialN,loop_temporal_exp.thisN,loop_temporal_exp.thisIndex,loop_temporal_exp.ran
space,1.0519,1,2022-10-28_18h18.57.918,RRcb_task,2022.2.4,Win32,59.99160118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2022-10-28_18h18.57.918,RRcb_task,2022.2.4,Win32,59.99160118,-203,-1,1,0,0,1.2183,c_start_x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2022-10-28_18h18.57.918,RRcb_task,2022.2.4,Win32,59.99160118,,,,,,,,197,2,1,0,0,0.6198,c_end_x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2022-10-28_18h18.57.918,RRcb_task,2022.2.4,Win32,59.99160118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2022-10-28_18h18.57.918,RRcb_task,2022.2.4,Win32,59.99160118,,,,,,,,,,,,,,,space,0.6412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2022-10-28_18h18.57.918,RRcb_task,2022.2.4,Win32,59.99160118,,,,,,,,,,,,,,,,,space,0.8659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2022-10-28_18h18.57.918,RRcb_task,2022.2.4,Win32,59.99160118,,,,,,,,,,,,,,,,,,,-821,-436,1,0,0,1.0858,startx,-392,-426,1,0,0,0.7951,polygon,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2022-10-28_18h18.57.918,RRcb_task,2022.2.4,Win32,59.99160118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.5459,,,,0,0,0,0,1,1,200,-400,100,line,1,0,0,"please press the ""c"" key on your keyboard",,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2022-10-28_18h18.57.918,RRcb_task,2022.2.4,Win32,59.99160118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2022-10-28_18h18.57.918,RRcb_task,2022.2.4,Win32,59.99160118,,,,,,,,,,,,,,,,,,,-814,434,1,0,0,1.0239,startx,-360,443,1,0,0,0.3531,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
