instructions_key_resp_3.keys,instructions_key_resp_3.rt,participant ID,date,expName,psychopyVersion,OS,frameRate,cal_mouse_start.x,cal_mouse_start.y,cal_mouse_start.leftButton,cal_mouse_start.midButton,cal_mouse_start.rightButton,cal_mouse_start.time,cal_mouse_start.clicked_name,mouse_cal_end_2.x,mouse_cal_end_2.y,mouse_cal_end_2.leftButton,mouse_cal_end_2.midButton,mouse_cal_end_2.rightButton,mouse_cal_end_2.time,mouse_cal_end_2.clicked_name,instructions_key_resp.keys,instructions_key_resp.rt,instructions_key_resp_2.keys,instructions_key_resp_2.rt,mouse_startx.x,mouse_startx.y,mouse_startx.leftButton,mouse_startx.midButton,mouse_startx.rightButton,mouse_startx.time,mouse_startx.clicked_name,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,loop_spatial.thisRepN,loop_spatial.thisTrialN,loop_spatial.thisN,loop_spatial.thisIndex,loop_spatial.ran,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_11.keys,key_resp_9.keys,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,durations,disp,start,rand,jitter,display,spatial,temporal,x_loc,box_loc,top_hg_loc,bottom_hg_loc,ystartdistractor1,ystartdistractor2,ystarttarget,xstartdistractor1,xstartdistractor2,durationsdistractor1,durationsdistractor2,jitterdistractor1,jitterdistractor2,dispdistractor1,dispdistractor2,key_resp_6.rt,mouse_hg.x,mouse_hg.y,mouse_hg.leftButton,mouse_hg.midButton,mouse_hg.rightButton,mouse_hg.clicked_name,mouse_hg_2.x,mouse_hg_2.y,mouse_hg_2.leftButton,mouse_hg_2.midButton,mouse_hg_2.rightButton,mouse_hg_2.clicked_name,loop_temporal.thisRepN,loop_temporal.thisTrialN,loop_temporal.thisN,loop_temporal.thisIndex,loop_temporal.ran,practicetrialend_key_resp.keys,practicetrialend_key_resp.rt,loop_spatial_exp.thisRepN,loop_spatial_exp.thisTrialN,loop_spatial_exp.thisN,loop_spatial_exp.thisIndex,loop_spatial_exp.ran,key_resp_2.keys,break_key_resp.keys,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,catchn,catchd,loop_temporal_exp.thisRepN,loop_temporal_exp.thisTrialN,loop_temporal_exp.thisN,loop_temporal_exp.thisIndex,loop_temporal_exp.ran,key_resp_2.rt
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-677,-359,1,0,0,1.715,startx,-191,-367,1,0,0,1.1,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.555,,,,,,,,,1.5,383.3333333,-500,,191.6666667,line,1,0,,,,,-100,100,0,-500,-300,1,0.75,287.5,57.5,575,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,29,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-676,360,1,0,0,2.132,startx,-168,348,1,0,0,1.066,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.824,,,,,,,,,2,287.5,-400,,143.75,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,5,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-675,364,1,0,0,1.582,startx,-89,379,1,0,0,1.284,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.724,,,,,,,,,1,575,-200,,287.5,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,1,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-683,-365,1,0,0,hg_bottom,-678,-346,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.955,,,,,,,,,4,68.75,-600,,34.375,time,0,1,,,,,0,-100,100,-600,-350,2,3,39.28571429,45.83333333,78.57142858,91.66666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,41,1,1,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-667,-338,1,0,0,hg_top,-677,-358,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.22,,,,,,,,,2,362.5,-200,,181.25,time,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,7,1,1,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-673,-364,1,0,0,1.698,startx,-258,-347,1,0,0,1.249,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.689,,,,,,,,,5,70,-400,,35,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,22,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-675,-333,1,0,0,hg_top,-674,-352,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.889,,,,,,,,,2.5,140,-600,,70,time,0,1,,,,,-100,100,0,-600,-400,2,1.5,87.5,116.6666667,175,233.3333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,33,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-674,357,1,0,0,1.465,startx,-106,362,1,0,0,1.55,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.971,,,,,,,,,5,115,-200,,57.5,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,24,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-668,364,1,0,0,hg_bottom,-674,370,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.118,,,,,,,,,1.5,183.3333333,-200,,91.66666667,time,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,4,1,1,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-674,-345,1,0,0,hg_bottom,-674,-345,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.959,,,,,,,,,5,85,-600,,42.5,time,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,23,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-665,389,1,0,0,hg_top,-677,368,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.989,,,,,,,,,4,50,-400,,25,time,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,16,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-673,362,1,0,0,1.614,startx,-218,351,1,0,0,1.351,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.835,,,,,,,,,2.5,320,-300,,160,line,1,0,,,,,-100,100,0,-300,-500,2,1.5,200,266.6666667,400,533.3333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,34,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-676,363,1,0,0,1.565,startx,-79,368,1,0,0,1.166,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.004,,,,,,,,,4,68.75,-600,,34.375,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,34,34,18,1,1,"please press the ""c"" key on your keyboard",,,,,,2.338
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-674,-346,1,0,0,hg_bottom,-677,-343,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.221,,,,,,,,,3.5,185.7142857,-400,,92.85714286,time,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,35,15,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-703,-369,1,0,0,hg_top,-690,-368,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.928,,,,,,,,,2.5,260,-500,,130,time,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,36,8,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-675,358,1,0,0,10.582,startx,-385,354,1,0,0,0.95,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.049,,,,,,,,,3.5,57.14285714,-200,,28.57142857,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,14,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-681,-362,1,0,0,5.231,startx,-270,-382,1,0,0,0.9,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.155,,,,,,,,,1,350,-500,,175,line,1,0,,,,,-100,100,0,-500,-450,0.75,0.5,35,38.88888889,70,77.77777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,38,26,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-674,378,1,0,0,hg_bottom,-672,378,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.209,,,,,,,,,2,325,-300,,162.5,time,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,39,6,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-683,-364,1,0,0,2.065,startx,98,-377,1,0,0,1.75,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.402,,,,,,,,,4.5,161.1111111,-500,,80.55555556,line,1,0,,,,,0,-100,100,-500,-200,4,3.5,90.625,103.5714286,181.25,207.1428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,46,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-668,346,1,0,0,hg_bottom,-670,363,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.14,,,,,,,,,3.5,78.57142857,-600,,39.28571429,time,0,1,,,,,0,-100,100,-600,-200,3,2.5,45.83333333,55,91.66666666,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,41,38,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-674,-367,1,0,0,3.599,startx,35,-361,1,0,0,1.283,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.269,,,,,,,,,3,216.6666667,-500,,108.3333333,line,1,0,,,,,100,0,-100,-500,-450,2.5,2,130,162.5,260,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,37,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-672,375,1,0,0,hg_bottom,-671,375,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.755,,,,,,,,,4.5,161.1111111,-500,,80.55555556,time,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,43,21,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-672,358,1,0,0,1.182,startx,263,337,1,0,0,1.465,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.701,,,,,,,,,2.5,320,-300,,160,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,9,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-679,359,1,0,0,hg_bottom,-679,359,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.039,,,,,,,,,1,800,-600,,400,time,0,1,,,,,-100,100,0,-600,-550,1.5,1.5,80,88.88888889,160,177.7777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,27,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-673,-345,1,0,0,hg_bottom,-673,-344,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.088,,,,,,,,,3,241.6666667,-200,,120.8333333,time,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,13,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-674,-363,1,0,0,2.98,startx,59,-356,1,0,0,1.166,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.901,,,,,,,,,4.5,61.11111111,-300,,30.55555556,line,1,0,,,,,0,-100,100,-300,-350,4,3.5,34.375,39.28571429,68.75,78.57142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,44,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-674,358,1,0,0,1.297,startx,36,341,1,0,0,1.3,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.759,,,,,,,,,1,725,-300,,362.5,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,0,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-679,376,1,0,0,hg_bottom,-678,376,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.168,,,,,,,,,1.5,283.3333333,-300,,141.6666667,time,0,1,,,,,100,0,-100,-300,-250,1,0.75,212.5,42.5,425,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,28,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
