instructions_key_resp_3.keys,instructions_key_resp_3.rt,participant ID,date,expName,psychopyVersion,OS,frameRate,cal_mouse_start.x,cal_mouse_start.y,cal_mouse_start.leftButton,cal_mouse_start.midButton,cal_mouse_start.rightButton,cal_mouse_start.time,cal_mouse_start.clicked_name,mouse_cal_end_2.x,mouse_cal_end_2.y,mouse_cal_end_2.leftButton,mouse_cal_end_2.midButton,mouse_cal_end_2.rightButton,mouse_cal_end_2.time,mouse_cal_end_2.clicked_name,instructions_key_resp.keys,instructions_key_resp.rt,instructions_key_resp_2.keys,instructions_key_resp_2.rt,mouse_startx.x,mouse_startx.y,mouse_startx.leftButton,mouse_startx.midButton,mouse_startx.rightButton,mouse_startx.time,mouse_startx.clicked_name,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,loop_spatial.thisRepN,loop_spatial.thisTrialN,loop_spatial.thisN,loop_spatial.thisIndex,loop_spatial.ran,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_11.keys,key_resp_9.keys,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,durations,disp,start,rand,jitter,display,spatial,temporal,x_loc,box_loc,top_hg_loc,bottom_hg_loc,ystartdistractor1,ystartdistractor2,ystarttarget,xstartdistractor1,xstartdistractor2,durationsdistractor1,durationsdistractor2,jitterdistractor1,jitterdistractor2,dispdistractor1,dispdistractor2,key_resp_6.rt,mouse_hg.x,mouse_hg.y,mouse_hg.leftButton,mouse_hg.midButton,mouse_hg.rightButton,mouse_hg.clicked_name,mouse_hg_2.x,mouse_hg_2.y,mouse_hg_2.leftButton,mouse_hg_2.midButton,mouse_hg_2.rightButton,mouse_hg_2.clicked_name,loop_temporal.thisRepN,loop_temporal.thisTrialN,loop_temporal.thisN,loop_temporal.thisIndex,loop_temporal.ran,practicetrialend_key_resp.keys,practicetrialend_key_resp.rt,loop_spatial_exp.thisRepN,loop_spatial_exp.thisTrialN,loop_spatial_exp.thisN,loop_spatial_exp.thisIndex,loop_spatial_exp.ran,key_resp_2.keys,break_key_resp.keys,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,catchn,catchd,loop_temporal_exp.thisRepN,loop_temporal_exp.thisTrialN,loop_temporal_exp.thisN,loop_temporal_exp.thisIndex,loop_temporal_exp.ran,key_resp_2.rt
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-678,347,1,0,0,hg_bottom,-673,370,1,0,0,hg_bottom_2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.168,,,,0,2,2,0,1,2.5,330,-600,0.291418442,165,time,0,1,,,,,100,-100,0,-300,-200,0,0,37.5,17.5,75,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-676,-336,1,0,0,hg_bottom,-675,-337,1,0,0,hg_bottom_2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.774,,,,0,3,3,2,1,5.25,35,-200,0.511515263,17.5,time,0,1,,,,,100,-100,0,-600,-400,2.5,1.75,165,300,330,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.915,,,,,,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-675,363,1,0,0,1.462,startx,-243,334,1,0,0,1.066,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.273,,,,,,,,,1.5,133.3333333,-400,,66.66666667,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-678,360,1,0,0,1.748,startx,-219,358,1,0,0,1.133,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.852,,,,,,,,,3,141.6666667,-400,,70.83333333,line,1,0,,,,,100,0,-100,-400,-250,2.5,2,85,106.25,170,212.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,36,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-683,-352,1,0,0,hg_bottom,-679,-348,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.018,,,,,,,,,5,115,-200,,57.5,time,0,1,,,,,-100,100,0,-200,-250,4.5,4,63.88888889,71.875,127.7777778,143.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,48,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-678,-350,1,0,0,0.966,startx,-209,-349,1,0,0,1.033,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.951,,,,,,,,,4,87.5,-200,,43.75,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,17,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-669,-338,1,0,0,hg_top,-673,-338,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.899,,,,,,,,,2.5,140,-600,,70,time,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,10,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-671,366,1,0,0,hg_bottom,-681,373,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.785,,,,,,,,,4,87.5,-200,,43.75,time,0,1,,,,,-100,100,0,-200,-450,3.5,3,50,58.33333333,100,116.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,42,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-674,363,1,0,0,1.713,startx,-113,364,1,0,0,1.583,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.835,,,,,,,,,5,85,-600,,42.5,line,1,0,,,,,100,0,-100,-600,-400,4.5,4,47.22222222,53.125,94.44444444,106.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,47,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-672,-346,1,0,0,hg_bottom,-672,-347,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.801,,,,,,,,,2,287.5,-400,,143.75,time,0,1,,,,,-100,100,0,-400,-200,1.5,1,191.6666667,287.5,383.3333334,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,30,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-674,-362,1,0,0,1.148,startx,-65,-363,1,0,0,1.116,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.744,,,,,,,,,3,116.6666667,-600,,58.33333333,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,11,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-672,369,1,0,0,hg_bottom,-672,369,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.352,,,,,,,,,1,200,-400,,100,time,0,1,,,,,100,0,-100,-400,-200,0.75,0.5,20,22.22222222,40,44.44444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,25,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-677,363,1,0,0,1.58,startx,-231,349,1,0,0,1.45,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.8,,,,,,,,,3.5,185.7142857,-400,,92.85714286,line,1,0,,,,,100,0,-100,-400,-450,3,2.5,108.3333333,130,216.6666666,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,40,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-678,-356,1,0,0,1.915,startx,-139,-359,1,0,0,0.816,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9,,,,,,,,,2,325,-300,,162.5,line,1,0,,,,,100,0,-100,-300,-400,1.5,1,216.6666667,325,433.3333334,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,31,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-677,368,1,0,0,1.316,startx,-34,371,1,0,0,1.366,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.875,,,,,,,,,2,362.5,-200,,181.25,line,1,0,,,,,0,-100,100,-200,-500,0.75,1,241.6666667,362.5,483.3333334,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,32,1,1,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-675,355,1,0,0,1.349,startx,-176,359,1,0,0,1.099,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.535,,,,,,,,,4,143.75,-300,,71.875,line,1,0,,,,,-100,100,0,-300,-400,3.5,3,82.14285714,95.83333333,164.2857143,191.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,43,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-674,372,1,0,0,hg_bottom,-676,371,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.833,,,,,,,,,4.5,61.11111111,-300,,30.55555556,time,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,c,,0,14,14,19,1,0,"please press the ""c"" key on your keyboard",,,,,,2.158
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-673,375,1,0,0,hg_bottom,-673,368,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.45,,,,,,,,,1,800,-600,,400,time,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,2,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-677,360,1,0,0,0.966,startx,-121,360,1,0,0,1.233,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.622,,,,,,,,,3,141.6666667,-400,,70.83333333,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,12,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-675,364,1,0,0,1.165,startx,-165,363,1,0,0,0.949,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.6,,,,,,,,,4.5,144.4444444,-400,,72.22222222,line,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,20,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-674,-364,1,0,0,1.681,startx,-151,-381,1,0,0,1.184,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.767,,,,,,,,,3,116.6666667,-600,,58.33333333,line,1,0,,,,,-100,100,0,-600,-500,2.5,2,70,87.5,140,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,35,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-676,365,1,0,0,1.581,startx,-173,357,1,0,0,1.066,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.758,,,,,,,,,5,160,-500,,80,line,1,0,,,,,-100,100,0,-500,-300,3,4.5,88.88888889,100,177.7777778,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,49,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-676,-354,1,0,0,hg_bottom,-676,-355,1,0,0,hg_bottom_2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.91,,,,,,,,,4.5,144.4444444,-400,,72.22222222,time,0,1,,,,,100,0,-100,-400,-500,4,3.5,81.25,92.85714286,162.5,185.7142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,45,1,0,"please press the ""c"" key on your keyboard",,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,-676,359,1,0,0,1.714,startx,-3,369,1,0,0,1.084,polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,11122,2022-11-06_11h45.27.255,RRcb_task,2022.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.799,,,,,,,,,3.5,142.8571429,-500,,71.42857143,line,1,0,,,,,0,-100,100,-500,-600,0.75,3,83.33333333,100,166.6666667,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,39,1,0,"please press the ""c"" key on your keyboard",,,,,,
