instructions_key_resp_3.keys,instructions_key_resp_3.rt,First two letters of each Parents First Name and their date of birth. E.g. hapa1114,date,expName,psychopyVersion,OS,frameRate,cal_mouse_start.x,cal_mouse_start.y,cal_mouse_start.leftButton,cal_mouse_start.midButton,cal_mouse_start.rightButton,cal_mouse_start.time,cal_mouse_start.clicked_name,mouse_cal_end_2.x,mouse_cal_end_2.y,mouse_cal_end_2.leftButton,mouse_cal_end_2.midButton,mouse_cal_end_2.rightButton,mouse_cal_end_2.time,mouse_cal_end_2.clicked_name
space,0.8688,vism0206,2022-11-08_18h00.30.061,RRcb_task,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,
,,vism0206,2022-11-08_18h00.30.061,RRcb_task,2022.2.4,MacIntel,60.0024001,-133.8359375,-5.34765625,1,0,0,1.1741,c_start_x,,,,,,,
,,vism0206,2022-11-08_18h00.30.061,RRcb_task,2022.2.4,MacIntel,60.0024001,,,,,,,,135.546875,1.18359375,1,0,0,0.9821,c_end_x
,,vism0206,2022-11-08_18h00.30.061,RRcb_task,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,
